decimalLatitude,decimalLongitude,Year,August,July,June,May,April,March,SeptBefore,AugustBefore,JulyBefore,JuneBefore,T_August,T_July,T_June,T_May,T_April,T_March,T_SeptBefore,T_AugustBefore,T_JulyBefore,T_JuneBefore
51.0717,1.0819,1936,MONTH_1936-08-16,MONTH_1936-07-16,MONTH_1936-06-16,MONTH_1936-05-16,MONTH_1936-04-16,MONTH_1936-03-16,MONTH_1935-09-16,MONTH_1935-08-16,MONTH_1935-07-16,MONTH_1935-06-16,16.355507397639244,15.44393168595315,15.298945163809094,11.61719433544407,6.562612935082761,6.907028107969623,14.35736392876398,16.741505647343292,17.58474872596011,14.875228556371148
50.9944,-1.7514,1967,MONTH_1967-08-16,MONTH_1967-07-16,MONTH_1967-06-16,MONTH_1967-05-16,MONTH_1967-04-16,MONTH_1967-03-16,MONTH_1966-09-16,MONTH_1966-08-16,MONTH_1966-07-16,MONTH_1966-06-16,15.476976490123484,16.44934261518168,14.001037389271183,10.606927168094014,8.008499435631533,7.010872122388847,13.823154927518376,14.894169838826421,15.148124760497515,14.964227789014492
51.8642,-2.238,1966,MONTH_1966-08-16,MONTH_1966-07-16,MONTH_1966-06-16,MONTH_1966-05-16,MONTH_1966-04-16,MONTH_1966-03-16,MONTH_1965-09-16,MONTH_1965-08-16,MONTH_1965-07-16,MONTH_1965-06-16,14.905999800576778,15.03614733784102,15.293878799514319,10.99989447582205,7.368317132483098,6.259459061498884,12.06040928432291,15.096248570086019,14.07383903992214,14.211567215886214
50.5219,-4.8234,1948,MONTH_1948-08-16,MONTH_1948-07-16,MONTH_1948-06-16,MONTH_1948-05-16,MONTH_1948-04-16,MONTH_1948-03-16,MONTH_1947-09-16,MONTH_1947-08-16,MONTH_1947-07-16,MONTH_1947-06-16,15.506104563968254,15.141118508421183,13.33937532790827,11.855185397117637,8.945761825503395,9.578919473325085,15.017734298816595,18.48266635116571,15.332876621087864,13.811964570264323
50.5972,-2.0367,1958,MONTH_1958-08-16,MONTH_1958-07-16,MONTH_1958-06-16,MONTH_1958-05-16,MONTH_1958-04-16,MONTH_1958-03-16,MONTH_1957-09-16,MONTH_1957-08-16,MONTH_1957-07-16,MONTH_1957-06-16,15.59849910499741,15.570024640305226,13.547825826136915,11.021715585843822,7.093346193357637,4.538439418384857,13.372878941673914,15.779799774604173,16.555616126946898,15.366792754792108
50.5289,-3.6084,1916,MONTH_1916-08-16,MONTH_1916-07-16,MONTH_1916-06-16,MONTH_1916-05-16,MONTH_1916-04-16,MONTH_1916-03-16,MONTH_1915-09-16,MONTH_1915-08-16,MONTH_1915-07-16,MONTH_1915-06-16,17.043310817812756,15.759237012769985,11.867434884171695,11.514243941822897,8.686024796464604,4.351183228722286,13.958316112992799,15.999314492019899,14.7501856101787,13.856507227226043
51.5218,-1.1272,1934,MONTH_1934-08-16,MONTH_1934-07-16,MONTH_1934-06-16,MONTH_1934-05-16,MONTH_1934-04-16,MONTH_1934-03-16,MONTH_1933-09-16,MONTH_1933-08-16,MONTH_1933-07-16,MONTH_1933-06-16,15.105332305077367,18.031331705025885,14.99071331748933,11.377551368134228,7.864746992314454,4.801882580281446,15.06572024165508,17.761765190221908,17.770983978635726,15.048551109049013
51.7743,-1.1212,1919,MONTH_1919-08-16,MONTH_1919-07-16,MONTH_1919-06-16,MONTH_1919-05-16,MONTH_1919-04-16,MONTH_1919-03-16,MONTH_1918-09-16,MONTH_1918-08-16,MONTH_1918-07-16,MONTH_1918-06-16,16.492590673454067,13.8390921933002,14.301537186621127,13.137522805150155,6.886287447452583,3.7290709120680883,12.267755485166818,16.098532490761638,15.70698234006928,12.98957033109206
51.8374,-0.6284,1933,MONTH_1933-08-16,MONTH_1933-07-16,MONTH_1933-06-16,MONTH_1933-05-16,MONTH_1933-04-16,MONTH_1933-03-16,MONTH_1932-09-16,MONTH_1932-08-16,MONTH_1932-07-16,MONTH_1932-06-16,17.913287358055804,17.931537626219576,15.043769734634486,11.9268942303406,8.665189339396527,7.093775355616095,13.067399132995202,17.659508348416715,15.91054322330896,13.583675322029366
51.6565,-0.3903,1905,MONTH_1905-08-16,MONTH_1905-07-16,MONTH_1905-06-16,MONTH_1905-05-16,MONTH_1905-04-16,MONTH_1905-03-16,MONTH_1904-09-16,MONTH_1904-08-16,MONTH_1904-07-16,MONTH_1904-06-16,15.67459371477818,18.70895430304367,15.433797338048398,11.498343102357904,8.097648061613514,7.129350399337401,12.915891918568244,16.32797768732193,18.435735021051265,14.326538293864905
51.872,0.1725,1945,MONTH_1945-08-16,MONTH_1945-07-16,MONTH_1945-06-16,MONTH_1945-05-16,MONTH_1945-04-16,MONTH_1945-03-16,MONTH_1944-09-16,MONTH_1944-08-16,MONTH_1944-07-16,MONTH_1944-06-16,16.006147554687807,17.074963866134073,14.90068029740211,12.738744851756675,10.234142154497672,7.982804380400101,12.755506571956198,18.030328738968038,16.748649146984565,13.766048224983656
51.872,0.1725,1926,MONTH_1926-08-16,MONTH_1926-07-16,MONTH_1926-06-16,MONTH_1926-05-16,MONTH_1926-04-16,MONTH_1926-03-16,MONTH_1925-09-16,MONTH_1925-08-16,MONTH_1925-07-16,MONTH_1925-06-16,16.76443253185114,16.79203380693513,13.673091807759098,10.308344750102153,9.323347929216016,6.5353770007087,11.648690074497992,15.775901900716894,17.31737815147545,15.034271758554988
51.6165,-0.2204,1892,MONTH_1892-08-16,MONTH_1892-07-16,MONTH_1892-06-16,MONTH_1892-05-16,MONTH_1892-04-16,MONTH_1892-03-16,MONTH_1891-09-16,MONTH_1891-08-16,MONTH_1891-07-16,MONTH_1891-06-16,16.099286651557033,14.975508316800312,13.959434617248476,12.171709566583056,7.916878956199074,2.73918555548786,14.508981908777313,14.741259385175155,15.214202185266524,15.319860587307932
51.569,0.6636,1900,MONTH_1900-08-16,MONTH_1900-07-16,MONTH_1900-06-16,MONTH_1900-05-16,MONTH_1900-04-16,MONTH_1900-03-16,MONTH_1899-09-16,MONTH_1899-08-16,MONTH_1899-07-16,MONTH_1899-06-16,16.42316281005544,19.029503421323042,15.193315920532825,10.866341189785954,8.279915508864603,3.936966180065418,14.535825285520875,18.674387887273102,18.46655192588191,15.333653771017078
51.3114,0.1898,1914,MONTH_1914-08-16,MONTH_1914-07-16,MONTH_1914-06-16,MONTH_1914-05-16,MONTH_1914-04-16,MONTH_1914-03-16,MONTH_1913-09-16,MONTH_1913-08-16,MONTH_1913-07-16,MONTH_1913-06-16,16.72357354116798,16.502743313038042,14.523352766628468,10.991713408732481,9.566233681588315,6.132269538871523,14.287787433303716,15.309036386661413,14.437591761356027,14.382756133623118
51.3709,1.1278,1930,MONTH_1930-08-16,MONTH_1930-07-16,MONTH_1930-06-16,MONTH_1930-05-16,MONTH_1930-04-16,MONTH_1930-03-16,MONTH_1929-09-16,MONTH_1929-08-16,MONTH_1929-07-16,MONTH_1929-06-16,16.788819883948786,16.025533612960682,15.40318963313111,11.478463937034794,8.390207830975507,5.95970803552246,16.915406354962176,16.406489212368314,16.749437707029944,13.563449039329265
51.628,-0.1268,1934,MONTH_1934-08-16,MONTH_1934-07-16,MONTH_1934-06-16,MONTH_1934-05-16,MONTH_1934-04-16,MONTH_1934-03-16,MONTH_1933-09-16,MONTH_1933-08-16,MONTH_1933-07-16,MONTH_1933-06-16,16.858201458688697,19.276665447049133,16.341798017809438,12.771606301222354,9.29808874834636,5.7861973961854005,16.43588115265131,19.50921561064449,19.359677278117708,16.426818381633172
51.5074,-0.1278,1918,MONTH_1918-08-16,MONTH_1918-07-16,MONTH_1918-06-16,MONTH_1918-05-16,MONTH_1918-04-16,MONTH_1918-03-16,MONTH_1917-09-16,MONTH_1917-08-16,MONTH_1917-07-16,MONTH_1917-06-16,17.236017798414466,16.815818941012925,14.356731623455438,13.792962425811671,7.355832697436172,6.663091500046322,15.289913030803426,16.62000776862262,17.189112553747346,17.244042207096722
51.4683,-1.0875,1930,MONTH_1930-08-16,MONTH_1930-07-16,MONTH_1930-06-16,MONTH_1930-05-16,MONTH_1930-04-16,MONTH_1930-03-16,MONTH_1929-09-16,MONTH_1929-08-16,MONTH_1929-07-16,MONTH_1929-06-16,16.134660077087535,15.518848842874192,15.470925560454841,10.773045014699237,8.282170918982256,5.418862402827808,16.759419372005862,15.894707821000415,16.463985523283544,13.450937591644449
51.5633,-0.1074,1912,MONTH_1912-08-16,MONTH_1912-07-16,MONTH_1912-06-16,MONTH_1912-05-16,MONTH_1912-04-16,MONTH_1912-03-16,MONTH_1911-09-16,MONTH_1911-08-16,MONTH_1911-07-16,MONTH_1911-06-16,14.279103131123733,17.704742097876743,15.173300756110558,13.701188857528743,9.670986813358274,8.142660558044742,15.917088452877598,20.165531537338115,19.851235623495526,15.785292627880851
51.3345,-0.3584,1908,MONTH_1908-08-16,MONTH_1908-07-16,MONTH_1908-06-16,MONTH_1908-05-16,MONTH_1908-04-16,MONTH_1908-03-16,MONTH_1907-09-16,MONTH_1907-08-16,MONTH_1907-07-16,MONTH_1907-06-16,15.464619447485683,16.71922820795673,15.284143846631155,13.079946876261788,6.468309167261322,4.531186978711906,14.496100886599269,15.48846413448624,14.87622998867233,13.562340228374895
51.3154,-0.1649,1919,MONTH_1919-08-16,MONTH_1919-07-16,MONTH_1919-06-16,MONTH_1919-05-16,MONTH_1919-04-16,MONTH_1919-03-16,MONTH_1918-09-16,MONTH_1918-08-16,MONTH_1918-07-16,MONTH_1918-06-16,17.088023642760835,13.859044283424327,14.462028652242292,13.26235335930257,7.015469614538664,4.149369618514192,12.899205218263381,16.38717942627259,15.953784208450536,13.476226975749553
51.3154,-0.1649,1920,MONTH_1920-08-16,MONTH_1920-07-16,MONTH_1920-06-16,MONTH_1920-05-16,MONTH_1920-04-16,MONTH_1920-03-16,MONTH_1919-09-16,MONTH_1919-08-16,MONTH_1919-07-16,MONTH_1919-06-16,13.84379943883244,14.70270241471971,14.817791107825292,12.493772079743803,8.770398423936712,7.614609498808467,13.7085434793377,17.088023642760835,13.859044283424327,14.462028652242292
51.3154,-0.1649,1914,MONTH_1914-08-16,MONTH_1914-07-16,MONTH_1914-06-16,MONTH_1914-05-16,MONTH_1914-04-16,MONTH_1914-03-16,MONTH_1913-09-16,MONTH_1913-08-16,MONTH_1913-07-16,MONTH_1913-06-16,16.865323792735204,16.55525250599885,14.780406461217241,11.329073018060686,9.739052590665567,6.184402083324092,14.448322854025776,15.67255648453497,14.71172239398792,14.66506758788984
50.9186,-0.4932,1940,MONTH_1940-08-16,MONTH_1940-07-16,MONTH_1940-06-16,MONTH_1940-05-16,MONTH_1940-04-16,MONTH_1940-03-16,MONTH_1939-09-16,MONTH_1939-08-16,MONTH_1939-07-16,MONTH_1939-06-16,16.133963905449527,15.428562265168567,16.688613574713223,12.777807420361098,8.721360560707089,5.856649084574214,14.863653739675055,16.73907916928406,15.615020376293755,14.817782856095125
50.5935,-3.6726,1928,MONTH_1928-08-16,MONTH_1928-07-16,MONTH_1928-06-16,MONTH_1928-05-16,MONTH_1928-04-16,MONTH_1928-03-16,MONTH_1927-09-16,MONTH_1927-08-16,MONTH_1927-07-16,MONTH_1927-06-16,15.349078556304233,16.468588627244507,13.396518755453393,11.620577690455976,8.612204036936635,6.4943447547717685,13.008381758683374,15.480277476879142,15.882055611337625,13.021796987101327
52.3307,-0.9053,1912,MONTH_1912-08-16,MONTH_1912-07-16,MONTH_1912-06-16,MONTH_1912-05-16,MONTH_1912-04-16,MONTH_1912-03-16,MONTH_1911-09-16,MONTH_1911-08-16,MONTH_1911-07-16,MONTH_1911-06-16,12.555831700786266,15.824743478132046,13.34665990544061,11.893273015929037,8.363383164485638,6.762708385071155,14.164609362841023,18.301555183865297,18.408214063110353,14.106411628294442
52.0915,-1.0281,1936,MONTH_1936-08-16,MONTH_1936-07-16,MONTH_1936-06-16,MONTH_1936-05-16,MONTH_1936-04-16,MONTH_1936-03-16,MONTH_1935-09-16,MONTH_1935-08-16,MONTH_1935-07-16,MONTH_1935-06-16,15.614431025363118,14.603478300710854,14.06891340818104,10.665068283109168,5.675957090972119,6.4509667747572665,13.199914255682394,16.630227819813552,17.16895419253507,14.585744904566864
52.1485,-0.8259,1941,MONTH_1941-08-16,MONTH_1941-07-16,MONTH_1941-06-16,MONTH_1941-05-16,MONTH_1941-04-16,MONTH_1941-03-16,MONTH_1940-09-16,MONTH_1940-08-16,MONTH_1940-07-16,MONTH_1940-06-16,14.484900761524607,17.77824727390627,14.987783965101157,8.668828085139387,6.445378872268789,4.754280104572335,12.93690024169411,15.632850076261054,14.992456249402935,16.098223829022107
51.3484,-1.3223,1947,MONTH_1947-08-16,MONTH_1947-07-16,MONTH_1947-06-16,MONTH_1947-05-16,MONTH_1947-04-16,MONTH_1947-03-16,MONTH_1946-09-16,MONTH_1946-08-16,MONTH_1946-07-16,MONTH_1946-06-16,18.505175324072912,16.873874114605947,15.130333711216965,12.488161474043713,8.139932834433708,3.763480435336526,13.445760565428996,14.326161834422718,15.827030499954141,12.413823579184093
53.1839,-3.425,1923,MONTH_1923-08-16,MONTH_1923-07-16,MONTH_1923-06-16,MONTH_1923-05-16,MONTH_1923-04-16,MONTH_1923-03-16,MONTH_1922-09-16,MONTH_1922-08-16,MONTH_1922-07-16,MONTH_1922-06-16,13.720367364511304,15.73895055214116,11.164659258341745,7.784683660931686,6.645111583632882,5.769100803123771,10.926015376506829,12.17037224627765,12.112560670432815,12.140761387994013
51.3709,1.1278,1931,MONTH_1931-08-16,MONTH_1931-07-16,MONTH_1931-06-16,MONTH_1931-05-16,MONTH_1931-04-16,MONTH_1931-03-16,MONTH_1930-09-16,MONTH_1930-08-16,MONTH_1930-07-16,MONTH_1930-06-16,15.331016721207522,16.094664146975067,15.066454994629751,11.767361195098939,8.205589856602348,4.332140598251084,14.35834492320386,16.788819883948786,16.025533612960682,15.40318963313111
52.0481,-0.0241,1916,MONTH_1916-08-16,MONTH_1916-07-16,MONTH_1916-06-16,MONTH_1916-05-16,MONTH_1916-04-16,MONTH_1916-03-16,MONTH_1915-09-16,MONTH_1915-08-16,MONTH_1915-07-16,MONTH_1915-06-16,16.588477674819043,14.96096225366614,11.403815746239012,11.928188144627818,8.290333907186769,3.376737673947832,13.395765993344698,15.584655518798408,15.034949874268063,14.298484542747172
52.405,-0.2413,1910,MONTH_1910-08-16,MONTH_1910-07-16,MONTH_1910-06-16,MONTH_1910-05-16,MONTH_1910-04-16,MONTH_1910-03-16,MONTH_1909-09-16,MONTH_1909-08-16,MONTH_1909-07-16,MONTH_1909-06-16,15.75026230081924,14.387144849074783,15.145482731550723,11.253477187858307,7.462957657143152,5.620641350253135,12.387325749630289,15.846934929552582,15.088315017043792,11.808695848516836
51.7527,-0.3394,1905,MONTH_1905-08-16,MONTH_1905-07-16,MONTH_1905-06-16,MONTH_1905-05-16,MONTH_1905-04-16,MONTH_1905-03-16,MONTH_1904-09-16,MONTH_1904-08-16,MONTH_1904-07-16,MONTH_1904-06-16,14.931585318283455,17.97303828812303,14.653287176101614,10.64000599759397,7.3769860798496945,6.6025773168704145,12.211754172804248,15.437046874773763,17.633746973262877,13.372373150607126
50.5731,-4.9157,1905,MONTH_1905-08-16,MONTH_1905-07-16,MONTH_1905-06-16,MONTH_1905-05-16,MONTH_1905-04-16,MONTH_1905-03-16,MONTH_1904-09-16,MONTH_1904-08-16,MONTH_1904-07-16,MONTH_1904-06-16,14.384943774700204,16.03816933532584,13.674422776957995,10.115842098901698,8.00264126788506,6.975933697271232,12.641571611159184,14.651907381897312,15.841305401408283,12.474405179398156
51.3794,-0.9606,1900,MONTH_1900-08-16,MONTH_1900-07-16,MONTH_1900-06-16,MONTH_1900-05-16,MONTH_1900-04-16,MONTH_1900-03-16,MONTH_1899-09-16,MONTH_1899-08-16,MONTH_1899-07-16,MONTH_1899-06-16,15.553190326658013,18.178394967374754,14.476461971958537,10.324599052485862,8.215784905821083,3.6915784716349034,13.995563437050297,18.41151965128918,18.09458474865362,15.574888253246414
51.7527,-0.3394,1904,MONTH_1904-08-16,MONTH_1904-07-16,MONTH_1904-06-16,MONTH_1904-05-16,MONTH_1904-04-16,MONTH_1904-03-16,MONTH_1903-09-16,MONTH_1903-08-16,MONTH_1903-07-16,MONTH_1903-06-16,15.437046874773763,17.633746973262877,13.372373150607126,11.122418944324675,8.90582855303171,4.076955265923939,13.34858344397543,14.402749838931095,15.48626539838983,12.305568539553958
50.9914,-4.0033,1907,MONTH_1907-08-16,MONTH_1907-07-16,MONTH_1907-06-16,MONTH_1907-05-16,MONTH_1907-04-16,MONTH_1907-03-16,MONTH_1906-09-16,MONTH_1906-08-16,MONTH_1906-07-16,MONTH_1906-06-16,15.16812549402794,15.280660441518041,12.497601604636815,10.829325483636806,8.087523571463736,6.892420440165588,13.926090052910686,17.245900427397594,15.785364552265106,14.568627071153825
51.2463,-1.9922,1929,MONTH_1929-08-16,MONTH_1929-07-16,MONTH_1929-06-16,MONTH_1929-05-16,MONTH_1929-04-16,MONTH_1929-03-16,MONTH_1928-09-16,MONTH_1928-08-16,MONTH_1928-07-16,MONTH_1928-06-16,15.340432662128075,16.097503984475388,13.136648400883182,10.948183561969097,6.4690949741131165,6.359632808373479,12.749292481367972,15.258161671110324,16.43245296484348,13.043296688928164
50.7162,-3.0523,1970,MONTH_1970-08-16,MONTH_1970-07-16,MONTH_1970-06-16,MONTH_1970-05-16,MONTH_1970-04-16,MONTH_1970-03-16,MONTH_1969-09-16,MONTH_1969-08-16,MONTH_1969-07-16,MONTH_1969-06-16,15.66393784240782,15.042440414867684,15.567839755362163,12.1066576153309,7.010078777533964,4.479411055987913,14.298945793875584,15.931529530322006,16.155524417539787,13.908186377733355
50.7772,-3.9995,1971,MONTH_1971-08-16,MONTH_1971-07-16,MONTH_1971-06-16,MONTH_1971-05-16,MONTH_1971-04-16,MONTH_1971-03-16,MONTH_1970-09-16,MONTH_1970-08-16,MONTH_1970-07-16,MONTH_1970-06-16,14.769708694415788,15.818284409433303,11.3977554590861,10.253527428998687,6.552233182339983,3.9958583454251455,13.218409473208682,14.416948828686287,13.658614023158325,14.469002833046096
52.0481,-0.0241,1947,MONTH_1947-08-16,MONTH_1947-07-16,MONTH_1947-06-16,MONTH_1947-05-16,MONTH_1947-04-16,MONTH_1947-03-16,MONTH_1946-09-16,MONTH_1946-08-16,MONTH_1946-07-16,MONTH_1946-06-16,18.57997871847663,17.526162268644377,15.83345648014408,13.503312895403495,8.563255419554833,3.681593366625617,14.0376942598675,14.922814904376812,16.459807478785347,13.137538843320218
51.3322,0.1889,1956,MONTH_1956-08-16,MONTH_1956-07-16,MONTH_1956-06-16,MONTH_1956-05-16,MONTH_1956-04-16,MONTH_1956-03-16,MONTH_1955-09-16,MONTH_1955-08-16,MONTH_1955-07-16,MONTH_1955-06-16,14.134867461162647,16.028878181846128,13.013167941180091,11.944031992844097,6.154031792471136,5.837638131917918,14.139695946649514,17.613054769256053,17.015245913554867,14.18517851767455
50.8474,0.2188,1964,MONTH_1964-08-16,MONTH_1964-07-16,MONTH_1964-06-16,MONTH_1964-05-16,MONTH_1964-04-16,MONTH_1964-03-16,MONTH_1963-09-16,MONTH_1963-08-16,MONTH_1963-07-16,MONTH_1963-06-16,16.219079532953184,16.344617675417496,14.066705127447046,12.885753186297585,8.041000206609148,4.363194070393083,13.522666697675316,14.818365708843743,15.129699431690723,14.367334312988392
51.2986,-2.7221,1975,MONTH_1975-08-16,MONTH_1975-07-16,MONTH_1975-06-16,MONTH_1975-05-16,MONTH_1975-04-16,MONTH_1975-03-16,MONTH_1974-09-16,MONTH_1974-08-16,MONTH_1974-07-16,MONTH_1974-06-16,18.76705972549275,17.788388160935423,15.63384321574322,10.89866538284034,8.756010453462283,5.456421848758587,12.264414111908291,15.277239692346742,15.27391785964598,14.261371072567416
51.0717,1.0819,1938,MONTH_1938-08-16,MONTH_1938-07-16,MONTH_1938-06-16,MONTH_1938-05-16,MONTH_1938-04-16,MONTH_1938-03-16,MONTH_1937-09-16,MONTH_1937-08-16,MONTH_1937-07-16,MONTH_1937-06-16,16.4767345342631,15.339625713124292,14.538956983779276,10.088404117830544,7.122712329527983,8.444680111492707,14.100433911465105,17.526241044460924,16.485115877823162,14.414180652768213
50.82,-1.45,1904,MONTH_1904-08-16,MONTH_1904-07-16,MONTH_1904-06-16,MONTH_1904-05-16,MONTH_1904-04-16,MONTH_1904-03-16,MONTH_1903-09-16,MONTH_1903-08-16,MONTH_1903-07-16,MONTH_1903-06-16,16.21693551372812,17.829908980469654,14.306759333539256,11.773077139374816,9.645493888697525,5.088292824612556,14.11208868112469,15.308412909549098,16.200994506370158,13.530658664347557
51.2549,0.423,1905,MONTH_1905-08-16,MONTH_1905-07-16,MONTH_1905-06-16,MONTH_1905-05-16,MONTH_1905-04-16,MONTH_1905-03-16,MONTH_1904-09-16,MONTH_1904-08-16,MONTH_1904-07-16,MONTH_1904-06-16,15.312823279748851,17.99338316318188,14.77322862851581,10.77835729609674,7.5726855147062775,6.724246861515763,12.564441333321119,15.876963435856835,17.65360673111291,13.626901998774512
51.1835,-2.1066,1959,MONTH_1959-08-16,MONTH_1959-07-16,MONTH_1959-06-16,MONTH_1959-05-16,MONTH_1959-04-16,MONTH_1959-03-16,MONTH_1958-09-16,MONTH_1958-08-16,MONTH_1958-07-16,MONTH_1958-06-16,16.55801411947876,16.5405013108915,14.71930699847209,11.979249859437303,8.839820984159575,6.910599569446336,14.399776170124575,15.155338915250256,15.261723596974976,13.522541842828316
51.6938,-1.3291,1919,MONTH_1919-08-16,MONTH_1919-07-16,MONTH_1919-06-16,MONTH_1919-05-16,MONTH_1919-04-16,MONTH_1919-03-16,MONTH_1918-09-16,MONTH_1918-08-16,MONTH_1918-07-16,MONTH_1918-06-16,16.433266155656355,13.816284303089349,14.06965844687714,12.91705443909237,6.7425529997689395,3.7216168836046144,12.352565835939613,15.873032745740716,15.496590720204518,12.878263930948293
51.6123,-0.5562,1919,MONTH_1919-08-16,MONTH_1919-07-16,MONTH_1919-06-16,MONTH_1919-05-16,MONTH_1919-04-16,MONTH_1919-03-16,MONTH_1918-09-16,MONTH_1918-08-16,MONTH_1918-07-16,MONTH_1918-06-16,16.585352653714363,13.739943241475617,14.217281737183455,13.198605650677429,6.960688201747529,3.898124863139094,12.501518338545708,16.078774891174767,15.680480554085218,13.048707721921188
51.6164,-0.3197,1918,MONTH_1918-08-16,MONTH_1918-07-16,MONTH_1918-06-16,MONTH_1918-05-16,MONTH_1918-04-16,MONTH_1918-03-16,MONTH_1917-09-16,MONTH_1917-08-16,MONTH_1917-07-16,MONTH_1917-06-16,16.823451697289585,16.431351110391446,13.92132666182263,13.52392251597196,6.907151582576713,6.32263114569345,14.859564535819738,16.172179990255305,16.73606879878284,16.743930490547275
51.4415,-0.0117,1891,MONTH_1891-08-16,MONTH_1891-07-16,MONTH_1891-06-16,MONTH_1891-05-16,MONTH_1891-04-16,MONTH_1891-03-16,MONTH_1890-09-16,MONTH_1890-08-16,MONTH_1890-07-16,MONTH_1890-06-16,14.42843404713348,14.791736245428842,14.773286369787671,9.647853058154597,6.208443446311086,4.015058945117994,14.80815484880279,14.858863106806739,14.719375246760427,13.919914363861738
51.5074,-0.1278,1914,MONTH_1914-08-16,MONTH_1914-07-16,MONTH_1914-06-16,MONTH_1914-05-16,MONTH_1914-04-16,MONTH_1914-03-16,MONTH_1913-09-16,MONTH_1913-08-16,MONTH_1913-07-16,MONTH_1913-06-16,17.709893027441222,17.484720726991426,15.653117515011617,12.083152928697364,10.476467467712778,6.823976350667079,15.154005350093637,16.39858282650344,15.383072722895948,15.504247272384275
51.628,-0.1268,1922,MONTH_1922-08-16,MONTH_1922-07-16,MONTH_1922-06-16,MONTH_1922-05-16,MONTH_1922-04-16,MONTH_1922-03-16,MONTH_1921-09-16,MONTH_1921-08-16,MONTH_1921-07-16,MONTH_1921-06-16,14.918156123853665,15.066968412815601,15.471738877745935,14.340763497475892,6.698877610989642,5.565925083851115,15.820652531869655,17.409187715540966,20.01615816624078,15.721580448983623
51.628,-0.1268,1931,MONTH_1931-08-16,MONTH_1931-07-16,MONTH_1931-06-16,MONTH_1931-05-16,MONTH_1931-04-16,MONTH_1931-03-16,MONTH_1930-09-16,MONTH_1930-08-16,MONTH_1930-07-16,MONTH_1930-06-16,15.676023452226133,16.617920825711398,16.016550510316957,12.447926766705113,8.660081468076259,4.981656024843513,14.836393973993914,17.432401856593742,16.642467708613626,16.485077682531116
51.2655,-0.3254,1916,MONTH_1916-08-16,MONTH_1916-07-16,MONTH_1916-06-16,MONTH_1916-05-16,MONTH_1916-04-16,MONTH_1916-03-16,MONTH_1915-09-16,MONTH_1915-08-16,MONTH_1915-07-16,MONTH_1915-06-16,17.27741760269643,15.610834258619029,12.084245131198212,12.624174313968304,8.849464367140813,3.948093823092476,13.909036914034239,16.227624639289182,15.623010328471901,14.88700220424369
50.8342,-0.2716,1922,MONTH_1922-08-16,MONTH_1922-07-16,MONTH_1922-06-16,MONTH_1922-05-16,MONTH_1922-04-16,MONTH_1922-03-16,MONTH_1921-09-16,MONTH_1921-08-16,MONTH_1921-07-16,MONTH_1921-06-16,14.37602789896873,14.25629015694547,14.541067017417419,12.58513663310592,6.311970762537986,5.5640370935950125,15.057779914593587,16.4230319590552,18.531162694236013,15.177597735319868
50.6178,-3.7202,1928,MONTH_1928-08-16,MONTH_1928-07-16,MONTH_1928-06-16,MONTH_1928-05-16,MONTH_1928-04-16,MONTH_1928-03-16,MONTH_1927-09-16,MONTH_1927-08-16,MONTH_1927-07-16,MONTH_1927-06-16,15.349078556304233,16.468588627244507,13.396518755453393,11.620577690455976,8.612204036936635,6.4943447547717685,13.008381758683374,15.480277476879142,15.882055611337625,13.021796987101327
52.4608,-1.915,1915,MONTH_1915-08-16,MONTH_1915-07-16,MONTH_1915-06-16,MONTH_1915-05-16,MONTH_1915-04-16,MONTH_1915-03-16,MONTH_1914-09-16,MONTH_1914-08-16,MONTH_1914-07-16,MONTH_1914-06-16,15.196629820351507,14.247607725622311,14.245097467016056,10.75377674474287,7.504643890614457,4.900871166617707,13.01592051331006,15.95809875221513,15.8650908713617,14.419389308531148
50.547,-3.4967,1914,MONTH_1914-08-16,MONTH_1914-07-16,MONTH_1914-06-16,MONTH_1914-05-16,MONTH_1914-04-16,MONTH_1914-03-16,MONTH_1913-09-16,MONTH_1913-08-16,MONTH_1913-07-16,MONTH_1913-06-16,16.27612296201716,15.91216414580976,14.912489608995157,11.52257203149696,10.192191192432034,7.3291718812348385,14.63760007925148,16.681489538485334,15.72041056766635,13.63616663903374
52.1558,-0.4613,1944,MONTH_1944-08-16,MONTH_1944-07-16,MONTH_1944-06-16,MONTH_1944-05-16,MONTH_1944-04-16,MONTH_1944-03-16,MONTH_1943-09-16,MONTH_1943-08-16,MONTH_1943-07-16,MONTH_1943-06-16,17.67167479804467,16.63166229871858,13.487075156134889,11.332039739116206,10.110120579904128,4.8817562586956695,13.767570614382269,16.625157733614415,16.531645158770097,14.417160854685934
51.752,-1.2577,1901,MONTH_1901-08-16,MONTH_1901-07-16,MONTH_1901-06-16,MONTH_1901-05-16,MONTH_1901-04-16,MONTH_1901-03-16,MONTH_1900-09-16,MONTH_1900-08-16,MONTH_1900-07-16,MONTH_1900-06-16,15.778066363661576,17.654560238325224,13.877162548133926,10.938986203922381,8.358298127391354,4.026566390697173,13.493102642266733,15.306893863632617,18.042810056069662,14.331053296599515
