CTYUA23NM,MidDate,Year,Month,MidDay,MeanTemp
Hartlepool,1884-01-16,1884,1,16,5.210871
Hartlepool,1884-02-16,1884,2,16,4.076632
Hartlepool,1884-03-16,1884,3,16,5.280457
Hartlepool,1884-04-16,1884,4,16,5.852699
Hartlepool,1884-05-16,1884,5,16,9.74619
Hartlepool,1884-06-16,1884,6,16,12.485692
Hartlepool,1884-07-16,1884,7,16,14.770068
Hartlepool,1884-08-16,1884,8,16,15.312613
Hartlepool,1884-09-16,1884,9,16,12.859244
Hartlepool,1884-10-16,1884,10,16,8.341863
Hartlepool,1884-11-16,1884,11,16,4.958986
Hartlepool,1884-12-16,1884,12,16,3.100312
Hartlepool,1885-01-16,1885,1,16,2.031223
Hartlepool,1885-02-16,1885,2,16,4.305212
Hartlepool,1885-03-16,1885,3,16,3.49181
Hartlepool,1885-04-16,1885,4,16,6.528195
Hartlepool,1885-05-16,1885,5,16,7.348004
Hartlepool,1885-06-16,1885,6,16,12.281896
Hartlepool,1885-07-16,1885,7,16,14.993277
Hartlepool,1885-08-16,1885,8,16,12.201445
Hartlepool,1885-09-16,1885,9,16,10.916931
Hartlepool,1885-10-16,1885,10,16,6.594255
Hartlepool,1885-11-16,1885,11,16,4.862437
Hartlepool,1885-12-16,1885,12,16,2.841054
Hartlepool,1886-01-16,1886,1,16,1.076757
Hartlepool,1886-02-16,1886,2,16,0.916619
Hartlepool,1886-03-16,1886,3,16,2.882969
Hartlepool,1886-04-16,1886,4,16,5.773417
Hartlepool,1886-05-16,1886,5,16,8.352359
Hartlepool,1886-06-16,1886,6,16,11.877378
Hartlepool,1886-07-16,1886,7,16,14.886594
Hartlepool,1886-08-16,1886,8,16,14.600543
Hartlepool,1886-09-16,1886,9,16,12.258588
Hartlepool,1886-10-16,1886,10,16,9.896545
Hartlepool,1886-11-16,1886,11,16,5.546438
Hartlepool,1886-12-16,1886,12,16,1.035031
Hartlepool,1887-01-16,1887,1,16,1.67091
Hartlepool,1887-02-16,1887,2,16,3.591498
Hartlepool,1887-03-16,1887,3,16,3.561732
Hartlepool,1887-04-16,1887,4,16,5.347105
Hartlepool,1887-05-16,1887,5,16,7.974751
Hartlepool,1887-06-16,1887,6,16,14.063818
Hartlepool,1887-07-16,1887,7,16,16.463362
Hartlepool,1887-08-16,1887,8,16,14.13869
Hartlepool,1887-09-16,1887,9,16,10.657619
Hartlepool,1887-10-16,1887,10,16,6.509268
Hartlepool,1887-11-16,1887,11,16,3.917063
Hartlepool,1887-12-16,1887,12,16,1.869679
Hartlepool,1888-01-16,1888,1,16,2.979186
Hartlepool,1888-02-16,1888,2,16,1.598207
Hartlepool,1888-03-16,1888,3,16,1.993681
Hartlepool,1888-04-16,1888,4,16,5.214668
Hartlepool,1888-05-16,1888,5,16,9.299005
Hartlepool,1888-06-16,1888,6,16,10.624737
Hartlepool,1888-07-16,1888,7,16,12.088289
Hartlepool,1888-08-16,1888,8,16,12.780874
Hartlepool,1888-09-16,1888,9,16,10.719885
Hartlepool,1888-10-16,1888,10,16,7.823222
Hartlepool,1888-11-16,1888,11,16,6.521822
Hartlepool,1888-12-16,1888,12,16,3.713237
Hartlepool,1889-01-16,1889,1,16,3.247331
Hartlepool,1889-02-16,1889,2,16,2.336344
Hartlepool,1889-03-16,1889,3,16,3.688297
Hartlepool,1889-04-16,1889,4,16,5.749225
Hartlepool,1889-05-16,1889,5,16,11.258051
Hartlepool,1889-06-16,1889,6,16,13.879382
Hartlepool,1889-07-16,1889,7,16,13.846331
Hartlepool,1889-08-16,1889,8,16,13.803228
Hartlepool,1889-09-16,1889,9,16,11.382564
Hartlepool,1889-10-16,1889,10,16,7.975879
Hartlepool,1889-11-16,1889,11,16,5.442518
Hartlepool,1889-12-16,1889,12,16,2.735712
Hartlepool,1890-01-16,1890,1,16,4.753408
Hartlepool,1890-02-16,1890,2,16,2.885349
Hartlepool,1890-03-16,1890,3,16,5.786393
Hartlepool,1890-04-16,1890,4,16,5.621715
Hartlepool,1890-05-16,1890,5,16,10.062531
Hartlepool,1890-06-16,1890,6,16,12.770273
Hartlepool,1890-07-16,1890,7,16,13.571855
Hartlepool,1890-08-16,1890,8,16,13.411681
Hartlepool,1890-09-16,1890,9,16,14.451324
Hartlepool,1890-10-16,1890,10,16,9.181664
Hartlepool,1890-11-16,1890,11,16,4.763187
Hartlepool,1890-12-16,1890,12,16,0.374973
Hartlepool,1891-01-16,1891,1,16,1.172469
Hartlepool,1891-02-16,1891,2,16,4.32747
Hartlepool,1891-03-16,1891,3,16,2.975099
Hartlepool,1891-04-16,1891,4,16,4.684585
Hartlepool,1891-05-16,1891,5,16,7.841816
Hartlepool,1891-06-16,1891,6,16,12.736185
Hartlepool,1891-07-16,1891,7,16,14.362447
Hartlepool,1891-08-16,1891,8,16,13.332703
Hartlepool,1891-09-16,1891,9,16,13.010924
Hartlepool,1891-10-16,1891,10,16,8.391295
Hartlepool,1891-11-16,1891,11,16,4.562576
Hartlepool,1891-12-16,1891,12,16,2.615468
Hartlepool,1892-01-16,1892,1,16,1.462142
Hartlepool,1892-02-16,1892,2,16,2.258336
Hartlepool,1892-03-16,1892,3,16,1.941143
Hartlepool,1892-04-16,1892,4,16,5.780794
Hartlepool,1892-05-16,1892,5,16,9.812837
Hartlepool,1892-06-16,1892,6,16,11.853395
Hartlepool,1892-07-16,1892,7,16,12.66028
Hartlepool,1892-08-16,1892,8,16,13.684026
Hartlepool,1892-09-16,1892,9,16,11.061428
Hartlepool,1892-10-16,1892,10,16,6.132909
Hartlepool,1892-11-16,1892,11,16,5.422264
Hartlepool,1892-12-16,1892,12,16,0.762223
Hartlepool,1893-01-16,1893,1,16,2.016452
Hartlepool,1893-02-16,1893,2,16,3.294564
Hartlepool,1893-03-16,1893,3,16,6.447776
Hartlepool,1893-04-16,1893,4,16,7.616918
Hartlepool,1893-05-16,1893,5,16,10.989376
Hartlepool,1893-06-16,1893,6,16,13.82044
Hartlepool,1893-07-16,1893,7,16,14.449595
Hartlepool,1893-08-16,1893,8,16,16.298897
Hartlepool,1893-09-16,1893,9,16,11.671227
Hartlepool,1893-10-16,1893,10,16,8.899072
Hartlepool,1893-11-16,1893,11,16,4.835533
Hartlepool,1893-12-16,1893,12,16,4.171301
Hartlepool,1894-01-16,1894,1,16,2.118685
Hartlepool,1894-02-16,1894,2,16,3.512168
Hartlepool,1894-03-16,1894,3,16,5.673291
Hartlepool,1894-04-16,1894,4,16,7.634752
Hartlepool,1894-05-16,1894,5,16,7.308835
Hartlepool,1894-06-16,1894,6,16,11.874765
Hartlepool,1894-07-16,1894,7,16,15.149632
Hartlepool,1894-08-16,1894,8,16,13.185159
Hartlepool,1894-09-16,1894,9,16,10.419881
Hartlepool,1894-10-16,1894,10,16,7.67743
Hartlepool,1894-11-16,1894,11,16,6.788392
Hartlepool,1894-12-16,1894,12,16,3.720886
Hartlepool,1895-01-16,1895,1,16,-0.880281
Hartlepool,1895-02-16,1895,2,16,-1.478316
Hartlepool,1895-03-16,1895,3,16,4.261136
Hartlepool,1895-04-16,1895,4,16,7.070233
Hartlepool,1895-05-16,1895,5,16,10.409947
Hartlepool,1895-06-16,1895,6,16,12.96636
Hartlepool,1895-07-16,1895,7,16,13.994158
Hartlepool,1895-08-16,1895,8,16,15.087532
Hartlepool,1895-09-16,1895,9,16,14.548832
Hartlepool,1895-10-16,1895,10,16,6.191701
Hartlepool,1895-11-16,1895,11,16,6.148404
Hartlepool,1895-12-16,1895,12,16,2.660011
Hartlepool,1896-01-16,1896,1,16,4.158795
Hartlepool,1896-02-16,1896,2,16,4.149973
Hartlepool,1896-03-16,1896,3,16,5.599966
Hartlepool,1896-04-16,1896,4,16,8.157598
Hartlepool,1896-05-16,1896,5,16,10.333046
Hartlepool,1896-06-16,1896,6,16,14.584781
Hartlepool,1896-07-16,1896,7,16,15.00847
Hartlepool,1896-08-16,1896,8,16,13.201132
Hartlepool,1896-09-16,1896,9,16,11.824718
Hartlepool,1896-10-16,1896,10,16,5.942461
Hartlepool,1896-11-16,1896,11,16,4.336121
Hartlepool,1896-12-16,1896,12,16,2.99916
Hartlepool,1897-01-16,1897,1,16,0.896759
Hartlepool,1897-02-16,1897,2,16,4.553606
Hartlepool,1897-03-16,1897,3,16,5.060703
Hartlepool,1897-04-16,1897,4,16,5.430892
Hartlepool,1897-05-16,1897,5,16,7.995277
Hartlepool,1897-06-16,1897,6,16,12.863872
Hartlepool,1897-07-16,1897,7,16,14.787483
Hartlepool,1897-08-16,1897,8,16,15.570147
Hartlepool,1897-09-16,1897,9,16,10.744013
Hartlepool,1897-10-16,1897,10,16,9.28726
Hartlepool,1897-11-16,1897,11,16,6.810822
Hartlepool,1897-12-16,1897,12,16,3.69085
Hartlepool,1898-01-16,1898,1,16,6.009706
Hartlepool,1898-02-16,1898,2,16,3.635103
Hartlepool,1898-03-16,1898,3,16,3.717776
Hartlepool,1898-04-16,1898,4,16,7.21354
Hartlepool,1898-05-16,1898,5,16,8.597509
Hartlepool,1898-06-16,1898,6,16,12.176321
Hartlepool,1898-07-16,1898,7,16,13.869766
Hartlepool,1898-08-16,1898,8,16,14.890079
Hartlepool,1898-09-16,1898,9,16,14.108514
Hartlepool,1898-10-16,1898,10,16,10.553838
Hartlepool,1898-11-16,1898,11,16,5.960759
Hartlepool,1898-12-16,1898,12,16,5.971507
Hartlepool,1899-01-16,1899,1,16,3.362227
Hartlepool,1899-02-16,1899,2,16,3.454911
Hartlepool,1899-03-16,1899,3,16,4.345806
Hartlepool,1899-04-16,1899,4,16,6.434974
Hartlepool,1899-05-16,1899,5,16,7.993399
Hartlepool,1899-06-16,1899,6,16,13.837081
Hartlepool,1899-07-16,1899,7,16,16.121283
Hartlepool,1899-08-16,1899,8,16,15.598236
Hartlepool,1899-09-16,1899,9,16,12.331187
Hartlepool,1899-10-16,1899,10,16,8.223936
Hartlepool,1899-11-16,1899,11,16,7.925364
Hartlepool,1899-12-16,1899,12,16,1.004569
Hartlepool,1900-01-16,1900,1,16,2.851722
Hartlepool,1900-02-16,1900,2,16,0.677643
Hartlepool,1900-03-16,1900,3,16,2.637249
Hartlepool,1900-04-16,1900,4,16,7.155584
Hartlepool,1900-05-16,1900,5,16,8.929241
Hartlepool,1900-06-16,1900,6,16,12.793509
Hartlepool,1900-07-16,1900,7,16,16.260422
Hartlepool,1900-08-16,1900,8,16,13.326225
Hartlepool,1900-09-16,1900,9,16,12.657796
Hartlepool,1900-10-16,1900,10,16,8.231076
Hartlepool,1900-11-16,1900,11,16,6.080994
Hartlepool,1900-12-16,1900,12,16,6.260098
Hartlepool,1901-01-16,1901,1,16,2.435218
Hartlepool,1901-02-16,1901,2,16,1.727152
Hartlepool,1901-03-16,1901,3,16,3.636593
Hartlepool,1901-04-16,1901,4,16,7.136642
Hartlepool,1901-05-16,1901,5,16,9.521855
Hartlepool,1901-06-16,1901,6,16,12.530396
Hartlepool,1901-07-16,1901,7,16,16.605516
Hartlepool,1901-08-16,1901,8,16,14.916696
Hartlepool,1901-09-16,1901,9,16,12.767467
Hartlepool,1901-10-16,1901,10,16,8.307342
Hartlepool,1901-11-16,1901,11,16,4.859564
Hartlepool,1901-12-16,1901,12,16,2.127713
Hartlepool,1902-01-16,1902,1,16,3.848663
Hartlepool,1902-02-16,1902,2,16,0.395987
Hartlepool,1902-03-16,1902,3,16,5.463576
Hartlepool,1902-04-16,1902,4,16,6.2814
Hartlepool,1902-05-16,1902,5,16,7.201051
Hartlepool,1902-06-16,1902,6,16,11.1426
Hartlepool,1902-07-16,1902,7,16,13.071158
Hartlepool,1902-08-16,1902,8,16,12.225098
Hartlepool,1902-09-16,1902,9,16,11.749628
Hartlepool,1902-10-16,1902,10,16,8.775878
Hartlepool,1902-11-16,1902,11,16,6.308085
Hartlepool,1902-12-16,1902,12,16,4.264169
Hartlepool,1903-01-16,1903,1,16,2.892336
Hartlepool,1903-02-16,1903,2,16,5.948461
Hartlepool,1903-03-16,1903,3,16,5.7995
Hartlepool,1903-04-16,1903,4,16,4.82224
Hartlepool,1903-05-16,1903,5,16,8.671396
Hartlepool,1903-06-16,1903,6,16,11.134969
Hartlepool,1903-07-16,1903,7,16,13.586294
Hartlepool,1903-08-16,1903,8,16,13.060074
Hartlepool,1903-09-16,1903,9,16,11.574012
Hartlepool,1903-10-16,1903,10,16,8.936429
Hartlepool,1903-11-16,1903,11,16,5.2274
Hartlepool,1903-12-16,1903,12,16,2.372808
Hartlepool,1904-01-16,1904,1,16,3.300684
Hartlepool,1904-02-16,1904,2,16,2.22681
Hartlepool,1904-03-16,1904,3,16,3.526092
Hartlepool,1904-04-16,1904,4,16,7.799077
Hartlepool,1904-05-16,1904,5,16,9.404875
Hartlepool,1904-06-16,1904,6,16,12.087434
Hartlepool,1904-07-16,1904,7,16,15.098171
Hartlepool,1904-08-16,1904,8,16,13.991632
Hartlepool,1904-09-16,1904,9,16,11.62042
Hartlepool,1904-10-16,1904,10,16,8.717438
Hartlepool,1904-11-16,1904,11,16,4.907794
Hartlepool,1904-12-16,1904,12,16,2.559592
Hartlepool,1905-01-16,1905,1,16,3.504957
Hartlepool,1905-02-16,1905,2,16,4.124809
Hartlepool,1905-03-16,1905,3,16,5.941348
Hartlepool,1905-04-16,1905,4,16,5.694469
Hartlepool,1905-05-16,1905,5,16,9.33433
Hartlepool,1905-06-16,1905,6,16,12.745971
Hartlepool,1905-07-16,1905,7,16,16.312675
Hartlepool,1905-08-16,1905,8,16,13.687474
Hartlepool,1905-09-16,1905,9,16,11.601562
Hartlepool,1905-10-16,1905,10,16,6.465473
Hartlepool,1905-11-16,1905,11,16,4.271186
Hartlepool,1905-12-16,1905,12,16,4.804478
Hartlepool,1906-01-16,1906,1,16,4.260468
Hartlepool,1906-02-16,1906,2,16,2.096997
Hartlepool,1906-03-16,1906,3,16,4.057829
Hartlepool,1906-04-16,1906,4,16,5.733676
Hartlepool,1906-05-16,1906,5,16,8.998239
Hartlepool,1906-06-16,1906,6,16,12.958402
Hartlepool,1906-07-16,1906,7,16,14.479254
Hartlepool,1906-08-16,1906,8,16,15.291647
Hartlepool,1906-09-16,1906,9,16,12.924168
Hartlepool,1906-10-16,1906,10,16,9.512578
Hartlepool,1906-11-16,1906,11,16,6.803469
Hartlepool,1906-12-16,1906,12,16,2.170823
Hartlepool,1907-01-16,1907,1,16,2.80868
Hartlepool,1907-02-16,1907,2,16,2.284197
Hartlepool,1907-03-16,1907,3,16,5.55632
Hartlepool,1907-04-16,1907,4,16,6.336864
Hartlepool,1907-05-16,1907,5,16,8.538686
Hartlepool,1907-06-16,1907,6,16,11.479371
Hartlepool,1907-07-16,1907,7,16,12.564763
Hartlepool,1907-08-16,1907,8,16,13.194606
Hartlepool,1907-09-16,1907,9,16,12.116854
Hartlepool,1907-10-16,1907,10,16,8.824195
Hartlepool,1907-11-16,1907,11,16,5.204552
Hartlepool,1907-12-16,1907,12,16,3.62758
Hartlepool,1908-01-16,1908,1,16,2.164155
Hartlepool,1908-02-16,1908,2,16,4.45788
Hartlepool,1908-03-16,1908,3,16,3.256775
Hartlepool,1908-04-16,1908,4,16,4.884753
Hartlepool,1908-05-16,1908,5,16,10.947524
Hartlepool,1908-06-16,1908,6,16,12.273939
Hartlepool,1908-07-16,1908,7,16,14.33427
Hartlepool,1908-08-16,1908,8,16,13.162746
Hartlepool,1908-09-16,1908,9,16,12.361912
Hartlepool,1908-10-16,1908,10,16,11.278388
Hartlepool,1908-11-16,1908,11,16,5.962077
Hartlepool,1908-12-16,1908,12,16,2.550376
Hartlepool,1909-01-16,1909,1,16,2.44944
Hartlepool,1909-02-16,1909,2,16,2.428246
Hartlepool,1909-03-16,1909,3,16,2.392236
Hartlepool,1909-04-16,1909,4,16,7.484119
Hartlepool,1909-05-16,1909,5,16,9.234121
Hartlepool,1909-06-16,1909,6,16,10.568854
Hartlepool,1909-07-16,1909,7,16,13.720401
Hartlepool,1909-08-16,1909,8,16,14.475511
Hartlepool,1909-09-16,1909,9,16,10.578575
Hartlepool,1909-10-16,1909,10,16,9.042047
Hartlepool,1909-11-16,1909,11,16,4.145548
Hartlepool,1909-12-16,1909,12,16,2.55795
Hartlepool,1910-01-16,1910,1,16,2.259308
Hartlepool,1910-02-16,1910,2,16,3.387819
Hartlepool,1910-03-16,1910,3,16,5.569668
Hartlepool,1910-04-16,1910,4,16,5.900548
Hartlepool,1910-05-16,1910,5,16,8.904913
Hartlepool,1910-06-16,1910,6,16,12.785169
Hartlepool,1910-07-16,1910,7,16,12.769847
Hartlepool,1910-08-16,1910,8,16,14.209114
Hartlepool,1910-09-16,1910,9,16,11.273257
Hartlepool,1910-10-16,1910,10,16,9.948432
Hartlepool,1910-11-16,1910,11,16,2.209813
Hartlepool,1910-12-16,1910,12,16,5.201995
Hartlepool,1911-01-16,1911,1,16,3.302999
Hartlepool,1911-02-16,1911,2,16,4.171098
Hartlepool,1911-03-16,1911,3,16,4.058969
Hartlepool,1911-04-16,1911,4,16,6.697659
Hartlepool,1911-05-16,1911,5,16,11.243178
Hartlepool,1911-06-16,1911,6,16,12.624691
Hartlepool,1911-07-16,1911,7,16,16.029402
Hartlepool,1911-08-16,1911,8,16,15.978583
Hartlepool,1911-09-16,1911,9,16,12.399062
Hartlepool,1911-10-16,1911,10,16,8.215052
Hartlepool,1911-11-16,1911,11,16,5.248397
Hartlepool,1911-12-16,1911,12,16,4.773737
Hartlepool,1912-01-16,1912,1,16,2.372661
Hartlepool,1912-02-16,1912,2,16,3.919954
Hartlepool,1912-03-16,1912,3,16,6.212112
Hartlepool,1912-04-16,1912,4,16,7.540596
Hartlepool,1912-05-16,1912,5,16,10.06797
Hartlepool,1912-06-16,1912,6,16,12.532774
Hartlepool,1912-07-16,1912,7,16,13.762152
Hartlepool,1912-08-16,1912,8,16,11.691349
Hartlepool,1912-09-16,1912,9,16,10.317861
Hartlepool,1912-10-16,1912,10,16,7.7679
Hartlepool,1912-11-16,1912,11,16,5.392002
Hartlepool,1912-12-16,1912,12,16,4.92618
Hartlepool,1913-01-16,1913,1,16,2.325824
Hartlepool,1913-02-16,1913,2,16,4.044229
Hartlepool,1913-03-16,1913,3,16,4.631534
Hartlepool,1913-04-16,1913,4,16,6.610555
Hartlepool,1913-05-16,1913,5,16,9.763573
Hartlepool,1913-06-16,1913,6,16,12.906956
Hartlepool,1913-07-16,1913,7,16,13.084381
Hartlepool,1913-08-16,1913,8,16,14.060361
Hartlepool,1913-09-16,1913,9,16,13.060297
Hartlepool,1913-10-16,1913,10,16,9.64261
Hartlepool,1913-11-16,1913,11,16,7.096024
Hartlepool,1913-12-16,1913,12,16,3.983274
Hartlepool,1914-01-16,1914,1,16,3.172513
Hartlepool,1914-02-16,1914,2,16,5.967882
Hartlepool,1914-03-16,1914,3,16,4.838965
Hartlepool,1914-04-16,1914,4,16,8.912554
Hartlepool,1914-05-16,1914,5,16,9.389925
Hartlepool,1914-06-16,1914,6,16,13.039835
Hartlepool,1914-07-16,1914,7,16,14.232145
Hartlepool,1914-08-16,1914,8,16,14.586198
Hartlepool,1914-09-16,1914,9,16,12.132634
Hartlepool,1914-10-16,1914,10,16,9.520227
Hartlepool,1914-11-16,1914,11,16,6.107853
Hartlepool,1914-12-16,1914,12,16,3.454059
Hartlepool,1915-01-16,1915,1,16,2.900344
Hartlepool,1915-02-16,1915,2,16,3.050058
Hartlepool,1915-03-16,1915,3,16,4.5767
Hartlepool,1915-04-16,1915,4,16,6.76724
Hartlepool,1915-05-16,1915,5,16,8.252108
Hartlepool,1915-06-16,1915,6,16,12.594811
Hartlepool,1915-07-16,1915,7,16,13.636934
Hartlepool,1915-08-16,1915,8,16,14.192589
Hartlepool,1915-09-16,1915,9,16,11.9124
Hartlepool,1915-10-16,1915,10,16,8.09631
Hartlepool,1915-11-16,1915,11,16,2.652392
Hartlepool,1915-12-16,1915,12,16,3.386838
Hartlepool,1916-01-16,1916,1,16,6.539503
Hartlepool,1916-02-16,1916,2,16,2.711878
Hartlepool,1916-03-16,1916,3,16,2.059424
Hartlepool,1916-04-16,1916,4,16,6.945108
Hartlepool,1916-05-16,1916,5,16,9.805596
Hartlepool,1916-06-16,1916,6,16,10.372777
Hartlepool,1916-07-16,1916,7,16,14.100583
Hartlepool,1916-08-16,1916,8,16,14.944742
Hartlepool,1916-09-16,1916,9,16,11.745037
Hartlepool,1916-10-16,1916,10,16,8.682589
Hartlepool,1916-11-16,1916,11,16,6.4564
Hartlepool,1916-12-16,1916,12,16,1.877558
Hartlepool,1917-01-16,1917,1,16,1.273363
Hartlepool,1917-02-16,1917,2,16,0.627322
Hartlepool,1917-03-16,1917,3,16,2.306396
Hartlepool,1917-04-16,1917,4,16,4.034316
Hartlepool,1917-05-16,1917,5,16,10.176722
Hartlepool,1917-06-16,1917,6,16,13.203576
Hartlepool,1917-07-16,1917,7,16,14.710252
Hartlepool,1917-08-16,1917,8,16,14.520775
Hartlepool,1917-09-16,1917,9,16,13.008467
Hartlepool,1917-10-16,1917,10,16,6.611007
Hartlepool,1917-11-16,1917,11,16,7.25734
Hartlepool,1917-12-16,1917,12,16,2.198694
Hartlepool,1918-01-16,1918,1,16,2.466601
Hartlepool,1918-02-16,1918,2,16,5.225614
Hartlepool,1918-03-16,1918,3,16,4.900901
Hartlepool,1918-04-16,1918,4,16,5.300056
Hartlepool,1918-05-16,1918,5,16,11.409855
Hartlepool,1918-06-16,1918,6,16,12.216793
Hartlepool,1918-07-16,1918,7,16,13.985872
Hartlepool,1918-08-16,1918,8,16,14.796079
Hartlepool,1918-09-16,1918,9,16,10.290286
Hartlepool,1918-10-16,1918,10,16,8.562661
Hartlepool,1918-11-16,1918,11,16,4.463234
Hartlepool,1918-12-16,1918,12,16,5.000062
Hartlepool,1919-01-16,1919,1,16,1.86894
Hartlepool,1919-02-16,1919,2,16,1.255846
Hartlepool,1919-03-16,1919,3,16,2.357622
Hartlepool,1919-04-16,1919,4,16,6.500365
Hartlepool,1919-05-16,1919,5,16,11.062449
Hartlepool,1919-06-16,1919,6,16,12.951314
Hartlepool,1919-07-16,1919,7,16,12.517506
Hartlepool,1919-08-16,1919,8,16,14.47391
Hartlepool,1919-09-16,1919,9,16,11.830689
Hartlepool,1919-10-16,1919,10,16,7.198019
Hartlepool,1919-11-16,1919,11,16,2.330902
Hartlepool,1919-12-16,1919,12,16,3.529568
Hartlepool,1920-01-16,1920,1,16,3.516558
Hartlepool,1920-02-16,1920,2,16,4.762913
Hartlepool,1920-03-16,1920,3,16,5.932746
Hartlepool,1920-04-16,1920,4,16,6.39305
Hartlepool,1920-05-16,1920,5,16,10.15357
Hartlepool,1920-06-16,1920,6,16,12.582234
Hartlepool,1920-07-16,1920,7,16,12.926949
Hartlepool,1920-08-16,1920,8,16,12.543495
Hartlepool,1920-09-16,1920,9,16,11.939855
Hartlepool,1920-10-16,1920,10,16,9.302097
Hartlepool,1920-11-16,1920,11,16,6.306019
Hartlepool,1920-12-16,1920,12,16,3.513033
Hartlepool,1921-01-16,1921,1,16,5.497142
Hartlepool,1921-02-16,1921,2,16,4.022078
Hartlepool,1921-03-16,1921,3,16,6.06004
Hartlepool,1921-04-16,1921,4,16,7.12169
Hartlepool,1921-05-16,1921,5,16,10.100669
Hartlepool,1921-06-16,1921,6,16,12.86816
Hartlepool,1921-07-16,1921,7,16,15.657288
Hartlepool,1921-08-16,1921,8,16,13.393171
Hartlepool,1921-09-16,1921,9,16,12.845461
Hartlepool,1921-10-16,1921,10,16,11.85351
Hartlepool,1921-11-16,1921,11,16,3.581719
Hartlepool,1921-12-16,1921,12,16,5.878608
Hartlepool,1922-01-16,1922,1,16,1.66581
Hartlepool,1922-02-16,1922,2,16,2.738349
Hartlepool,1922-03-16,1922,3,16,3.598938
Hartlepool,1922-04-16,1922,4,16,4.471239
Hartlepool,1922-05-16,1922,5,16,11.213637
Hartlepool,1922-06-16,1922,6,16,12.500804
Hartlepool,1922-07-16,1922,7,16,12.38691
Hartlepool,1922-08-16,1922,8,16,12.251472
Hartlepool,1922-09-16,1922,9,16,10.513599
Hartlepool,1922-10-16,1922,10,16,7.700466
Hartlepool,1922-11-16,1922,11,16,5.56789
Hartlepool,1922-12-16,1922,12,16,4.537132
Hartlepool,1923-01-16,1923,1,16,5.248809
Hartlepool,1923-02-16,1923,2,16,3.638352
Hartlepool,1923-03-16,1923,3,16,5.374934
Hartlepool,1923-04-16,1923,4,16,5.702487
Hartlepool,1923-05-16,1923,5,16,7.588511
Hartlepool,1923-06-16,1923,6,16,11.11371
Hartlepool,1923-07-16,1923,7,16,15.823157
Hartlepool,1923-08-16,1923,8,16,13.940786
Hartlepool,1923-09-16,1923,9,16,11.493486
Hartlepool,1923-10-16,1923,10,16,8.248013
Hartlepool,1923-11-16,1923,11,16,2.852728
Hartlepool,1923-12-16,1923,12,16,2.228603
Hartlepool,1924-01-16,1924,1,16,2.970084
Hartlepool,1924-02-16,1924,2,16,2.993082
Hartlepool,1924-03-16,1924,3,16,2.395459
Hartlepool,1924-04-16,1924,4,16,5.644862
Hartlepool,1924-05-16,1924,5,16,9.478605
Hartlepool,1924-06-16,1924,6,16,12.302012
Hartlepool,1924-07-16,1924,7,16,14.064226
Hartlepool,1924-08-16,1924,8,16,13.15514
Hartlepool,1924-09-16,1924,9,16,12.15488
Hartlepool,1924-10-16,1924,10,16,9.138458
Hartlepool,1924-11-16,1924,11,16,6.18884
Hartlepool,1924-12-16,1924,12,16,6.041138
Hartlepool,1925-01-16,1925,1,16,4.032235
Hartlepool,1925-02-16,1925,2,16,3.728971
Hartlepool,1925-03-16,1925,3,16,4.548937
Hartlepool,1925-04-16,1925,4,16,6.037088
Hartlepool,1925-05-16,1925,5,16,10.115658
Hartlepool,1925-06-16,1925,6,16,12.792543
Hartlepool,1925-07-16,1925,7,16,15.703826
Hartlepool,1925-08-16,1925,8,16,14.153092
Hartlepool,1925-09-16,1925,9,16,10.343868
Hartlepool,1925-10-16,1925,10,16,9.316677
Hartlepool,1925-11-16,1925,11,16,2.681746
Hartlepool,1925-12-16,1925,12,16,1.778492
Hartlepool,1926-01-16,1926,1,16,3.343748
Hartlepool,1926-02-16,1926,2,16,5.192924
Hartlepool,1926-03-16,1926,3,16,5.609863
Hartlepool,1926-04-16,1926,4,16,7.874889
Hartlepool,1926-05-16,1926,5,16,8.252305
Hartlepool,1926-06-16,1926,6,16,12.457738
Hartlepool,1926-07-16,1926,7,16,15.624064
Hartlepool,1926-08-16,1926,8,16,15.044183
Hartlepool,1926-09-16,1926,9,16,12.937905
Hartlepool,1926-10-16,1926,10,16,6.889897
Hartlepool,1926-11-16,1926,11,16,4.727622
Hartlepool,1926-12-16,1926,12,16,4.113495
Hartlepool,1927-01-16,1927,1,16,3.632811
Hartlepool,1927-02-16,1927,2,16,3.5694
Hartlepool,1927-03-16,1927,3,16,6.295813
Hartlepool,1927-04-16,1927,4,16,6.628128
Hartlepool,1927-05-16,1927,5,16,8.336656
Hartlepool,1927-06-16,1927,6,16,10.669751
Hartlepool,1927-07-16,1927,7,16,14.018663
Hartlepool,1927-08-16,1927,8,16,14.300861
Hartlepool,1927-09-16,1927,9,16,11.422165
Hartlepool,1927-10-16,1927,10,16,9.354894
Hartlepool,1927-11-16,1927,11,16,5.132893
Hartlepool,1927-12-16,1927,12,16,1.441681
Hartlepool,1928-01-16,1928,1,16,3.97671
Hartlepool,1928-02-16,1928,2,16,4.584026
Hartlepool,1928-03-16,1928,3,16,4.43235
Hartlepool,1928-04-16,1928,4,16,6.65655
Hartlepool,1928-05-16,1928,5,16,8.588696
Hartlepool,1928-06-16,1928,6,16,10.924664
Hartlepool,1928-07-16,1928,7,16,14.621571
Hartlepool,1928-08-16,1928,8,16,14.325782
Hartlepool,1928-09-16,1928,9,16,11.533201
