variable,mean,median,sd,mad,q5,q95,q2.5,q16.7,q83.3,q97.5,Sp,Sex
Intercept,3.125299876345711,3.1253016181475166,0.0022559640410477885,0.0022593252190374726,3.121554231230514,3.129030903353474,3.1206691566922586,3.1231576940390497,3.127482795795226,3.1296243019796632,Aglais urticae,female
lprior,-3.1449284492892717,-3.1449272287408903,8.704437111586084e-5,8.707997585674128e-5,-3.1450732304043236,-3.144787632991723,-3.1451065129003224,-3.1450112005829736,-3.144844786637127,-3.144763628855201,Aglais urticae,female
lp__,1107.0639634482045,1107.3760498909796,1.5562571053572136,1.4202196982574193,1104.0792300765565,1108.9565637553576,1103.3098648343216,1105.642416969307,1108.4958521183817,1109.1090797011109,Aglais urticae,female
b_Intercept,3.3461579697177686,3.3418404012704324,0.34583144719541803,0.3533960581982408,2.7916047526337,3.9113066862950037,2.6710906914319525,3.0116436085352136,3.6792104713245886,4.037813980166684,Anthocharis cardamines,female
b_YearRescale,0.008167730598968644,0.008139639363246423,0.015610361082284254,0.015372029082451031,-0.01709221182422287,0.03357314450932779,-0.02223524348504662,-0.0068704654662389945,0.023145819837130228,0.03885990482460006,Anthocharis cardamines,female
b_Temp,-0.005716485623771441,-0.0057870326163347845,0.0026926547333394665,0.0026864395856914898,-0.010075001963508048,-0.0012579251857726488,-0.01091249290290906,-0.00827275439165575,-0.0031230362935425852,-3.0499945318131504e-4,Anthocharis cardamines,female
b_Latitude,-0.005309106331942704,-0.005174332951352258,0.006611953324158427,0.006708721615846927,-0.016178156882228924,0.005436298287593343,-0.01846723313203804,-0.011782730927132792,0.0010842036278217657,0.00733184254914844,Anthocharis cardamines,female
sigma,0.08070367453458832,0.08064142135893268,0.0026763906320428094,0.0026605095902647825,0.07644441331583589,0.0851062719738058,0.07565118537780476,0.07810841956048958,0.08332155714715778,0.08600358397327205,Anthocharis cardamines,female
Intercept,2.989981065072352,2.9899622239802763,0.0037365313747168218,0.003678870105812125,2.9838386027542176,2.996164566052833,2.982456148662223,2.986444274225062,2.993601916712867,2.9974580162908033,Anthocharis cardamines,female
lprior,-3.1521345528212503,-3.1521323716067005,2.502235552727691e-4,2.477465761208977e-4,-3.1525607802071836,-3.151716435466626,-3.1526451975181256,-3.152372671183975,-3.1518982935434408,-3.1516436487428563,Anthocharis cardamines,female
lp__,496.83964900353214,497.15923055390516,1.5752549560041476,1.412148301803935,493.77325051475555,498.79425397309177,493.00005664377824,495.43570080603064,498.2869006767794,498.9476590462654,Anthocharis cardamines,female
b_Intercept,3.149584312447363,3.1427108311436616,1.006752245102346,0.9883767098304408,1.479614479927609,4.787897575755549,1.1234854664698066,2.2144408545350425,4.118712279685305,5.170199972911907,Apatura iris,female
b_YearRescale,-0.017232212830058984,-0.017009576522839805,0.04334255620558719,0.04288857176432151,-0.08932781684066575,0.05361923453167272,-0.10260626121588463,-0.058459653641361006,0.02437775398927808,0.0688994222752323,Apatura iris,female
b_Temp,-0.014271175783992193,-0.014185575699681097,0.00762896299510282,0.0075123504076991445,-0.026939325008746573,-0.0015923833158289435,-0.029184614700635204,-0.021449749614201926,-0.007031900702555413,9.820319623246173e-4,Apatura iris,female
b_Latitude,0.010047948569524292,0.010225758540803884,0.019483124722167084,0.01900615179086227,-0.021673283534523063,0.04200428776688294,-0.028637449221627774,-0.008804135621316392,0.02808071806820506,0.04864272003985703,Apatura iris,female
sigma,0.07222498941568188,0.0716700534533056,0.00730269897935116,0.007162866607965961,0.061548067423391556,0.08505404698470914,0.059732810518839684,0.06533820619045276,0.07900596860786512,0.08852323353074353,Apatura iris,female
Intercept,3.560937674087681,3.5609426748866335,0.010065002259440079,0.010119661041671972,3.54449443131962,3.5773350074077515,3.5414953906148625,3.5513264545645358,3.5704656932709975,3.5802853492130833,Apatura iris,female
lprior,-3.1490343094460127,-3.1490091521826824,5.732498984024135e-4,5.70398023985615e-4,-3.1500104820898547,-3.148138206699054,-3.1501968918879566,-3.14957929394025,-3.1484731063570828,-3.147984906259252,Apatura iris,female
lp__,58.927457210305214,59.25841404581688,1.6444238327460854,1.4537617034818955,55.70458070015737,60.920138656471806,54.94160531332016,57.45413514660602,60.43146161938119,61.086213815490765,Apatura iris,female
b_Intercept,4.053731484948649,4.057433228205967,0.453781400960976,0.4474437907153446,3.306864463410503,4.784815224232894,3.15294284698107,3.611480087257903,4.490134617446711,4.937530230681997,Aphantopus hyperantus,female
b_YearRescale,0.03216709413512733,0.03204080486817548,0.022384688093893153,0.022291043472821456,-0.004791107490735363,0.06986242849150019,-0.011989075660621337,0.010176883143037666,0.05418972724983409,0.07594128016007562,Aphantopus hyperantus,female
b_Temp,-0.00560646758318181,-0.005602539456744711,0.004084290929056081,0.004021516881342955,-0.01229795157089953,0.0010804873357266836,-0.0136758721855148,-0.009460248795697391,-0.0017636163652331065,0.0024572895857576252,Aphantopus hyperantus,female
b_Latitude,-0.017957659998480466,-0.018019409619848874,0.008859593037698087,0.008749527680811654,-0.03210845157836427,-0.00323880067822949,-0.03516429697351155,-0.026418793986463147,-0.009302049204233075,-3.055326789613107e-4,Aphantopus hyperantus,female
sigma,0.05058171271024719,0.05046589316735107,0.002953862403557319,0.0029623015973031038,0.04594384694786538,0.05555869253794889,0.04497767183456454,0.04771450299145037,0.053391676481705834,0.05669597700033426,Aphantopus hyperantus,female
Intercept,3.0944993989038334,3.094467243492689,0.004195205564601024,0.0041650512828710125,3.0876895523759793,3.1013981788451797,3.086411448368449,3.0904491216818073,3.0985215858193733,3.1029740174951415,Aphantopus hyperantus,female
lprior,-3.1459871869384566,-3.145985018291095,1.8589726299496324e-4,1.843188048162436e-4,-3.146291002610448,-3.145688520036276,-3.1463562776075507,-3.1461659940490336,-3.1458111409611105,-3.145629284625541,Aphantopus hyperantus,female
lp__,221.4972710674683,221.78685450994953,1.6261656593989888,1.5189034538582047,218.51725175020485,223.5335239932312,217.6503405752825,220.0081263380803,223.02333328935217,223.70896853255957,Aphantopus hyperantus,female
b_Intercept,3.6705866419227475,3.6706834126533288,0.3217902152592227,0.32129512635911694,3.138103228398902,4.205578929777803,3.0184754264462383,3.358671608828145,3.976968509995463,4.287624034020153,Argynnis paphia,female
b_YearRescale,0.018591579474761078,0.018541754462387046,0.00908628715817007,0.009011414892218454,0.003745479957968521,0.03406583463639588,0.0012096687188111555,0.009850118757744265,0.027442213127721653,0.036707409808194355,Argynnis paphia,female
b_Temp,-0.00567818617291755,-0.005686129544623815,0.002037587951953569,0.0020468941699388317,-0.009067595365243654,-0.002376060019675527,-0.00968915600984746,-0.007620713430596708,-0.0037100225458895487,-0.001725705589376802,Argynnis paphia,female
b_Latitude,-0.0033599667497385215,-0.0033534377628548933,0.006218703699300614,0.006204397096795685,-0.013512125458177435,0.007066339160685597,-0.015359267117946227,-0.00935702588454419,0.0026492324019724116,0.009302177521267146,Argynnis paphia,female
sigma,0.05233223526704206,0.05229581372834314,0.0013965141310322258,0.001409030111681338,0.050148026429995426,0.054626179125619005,0.04961020370372806,0.050992759448190775,0.05367652427836958,0.05525481126356589,Argynnis paphia,female
Intercept,3.439545029770522,3.4395391206193002,0.0019409087801226302,0.0019543929314282124,3.4363106066277367,3.4427744179085633,3.435760120039635,3.437672742200704,3.441422044614021,3.4433445328220733,Argynnis paphia,female
lprior,-3.1435807159627034,-3.143579782937488,6.000390246085246e-5,6.155716141426395e-5,-3.1436797262497826,-3.143481817885266,-3.143701199907628,-3.1436388615293627,-3.14352261978201,-3.1434661432181232,Argynnis paphia,female
lp__,1075.3759290497785,1075.6677033750234,1.5243135055317378,1.4048859990026275,1072.4853326733964,1077.2819723139953,1071.718332899641,1073.958483719709,1076.8052576781952,1077.4319086882706,Argynnis paphia,female
b_Intercept,2.506726787690718,2.5070107333527023,0.3019438919679519,0.2960914852591057,2.014559901336468,3.0032305884909367,1.9167896812807037,2.2128585700785344,2.793368688991074,3.0893144370321908,Aricia agestis,female
b_YearRescale,0.05799610821152687,0.058282073434753966,0.014115189287046415,0.014524437185787439,0.034661965663578036,0.08071937713008735,0.03055146310607648,0.04415968873315737,0.07197658673311905,0.08453777819571201,Aricia agestis,female
b_Temp,-0.004003962542184269,-0.003994317121069889,0.0021099630311534555,0.0021593431982873954,-0.0074128172084999945,-5.826428793472835e-4,-0.008099828292111451,-0.00603619254804431,-0.001954893880930092,9.384026982824347e-5,Aricia agestis,female
