rowname,elpd_diff,se_diff,elpd_loo,se_elpd_loo,p_loo,se_p_loo,looic,se_looic,Sp
ORIG_MF,-87.8847581453116,13.274224552852642,7866.244488395834,45.80685168506839,7.2377263736847395,0.24419613112686234,-15732.488976791668,91.61370337013678,Polyommatus bellargus
SPATIAL_MF,0,0,25087.251528861867,158.13990190355446,130.42317038680577,5.319076291013206,-50174.503057723734,316.2798038071089,Polyommatus coridon
ORIG_MF,-491.49685544155426,36.862830751455235,24595.754673420368,159.29575881108673,9.036052664940897,0.26087931649016716,-49191.509346840736,318.59151762217346,Polyommatus coridon
SPATIAL_MF,0,0,5291.636672240783,41.47142070555277,96.10121175243248,2.924542711694476,-10583.273344481566,82.94284141110553,Polyommatus icarus
ORIG_MF,-77.47970928945237,12.314843627914907,5214.156962951341,40.92540800024394,6.8534468191514195,0.1910479208839116,-10428.313925902681,81.85081600048788,Polyommatus icarus
SPATIAL_MF,0,0,1957.4581752447225,23.476247169265857,38.066143529031045,1.6659368431004231,-3914.916350489445,46.952494338531714,Pyrgus malvae
ORIG_MF,-10.226649235429951,4.858482938997904,1947.2315260092923,23.527607364493985,6.837248631227731,0.33435113942796485,-3894.4630520185847,47.05521472898797,Pyrgus malvae
SPATIAL_MF,0,0,3431.9037612029897,37.312619002217716,67.74154960449025,2.644674652552652,-6863.807522405979,74.62523800443543,Pyronia tithonus
ORIG_MF,-35.4283236611685,8.473156405948881,3396.475437541811,36.88176522584667,7.505835148281788,0.3253965482270853,-6792.950875083622,73.76353045169334,Pyronia tithonus
SPATIAL_MF,0,0,654.2663161178535,12.273340349687548,14.461098858299815,1.3263998275493996,-1308.532632235707,24.546680699375095,Satyrium pruni
ORIG_MF,-7.936734936075944,3.8457592124496034,646.3295811817776,11.982126013289871,6.433607568806384,0.442818889097352,-1292.6591623635552,23.964252026579743,Satyrium pruni
SPATIAL_MF,0,0,569.1185293452744,12.666242928313455,35.65610809643303,2.8381699916739773,-1138.2370586905488,25.33248585662691,Satyrium w-album
ORIG_MF,-37.953306117875556,8.406080846521078,531.1652232273984,11.749907324080183,6.894199283424608,0.5780448586368552,-1062.3304464547969,23.499814648160367,Satyrium w-album
SPATIAL_MF,0,0,1581.995016965422,26.89314938314069,49.56817049612255,3.8623494731190413,-3163.990033930844,53.78629876628138,Speyeria aglaja
ORIG_MF,-10.629691132505407,5.869213269199342,1571.3653258329148,27.533588236080384,7.7432918340512416,0.6386866211201738,-3142.7306516658296,55.06717647216077,Speyeria aglaja
SPATIAL_MF,0,0,252.2682337011555,8.163455951172919,15.798045896854658,1.584464247046264,-504.536467402311,16.326911902345838,Thecla betulae
ORIG_MF,-2.1133271272703826,2.1979707510811766,250.15490657388514,7.70211256441545,6.258527893351061,0.6436984611990958,-500.3098131477703,15.4042251288309,Thecla betulae
ORIG_MF,0,0,831.580039180451,17.836985948746495,7.035878334486629,0.7037920652172261,-1663.160078360902,35.67397189749299,Thymelicus acteon
SPATIAL_MF,-0.804933441029748,0.6571892495360265,830.7751057394208,17.8665880753347,9.337220954799268,0.8846755614719598,-1661.5502114788417,35.7331761506694,Thymelicus acteon
SPATIAL_MF,0,0,1002.8909019766777,17.537460198286876,13.913141234272807,1.0711582776370518,-2005.7818039533554,35.07492039657375,Thymelicus lineola
ORIG_MF,-35.49644966126109,7.743209447969026,967.394452315417,17.812473612022668,7.047184546151269,0.4934702086855698,-1934.788904630834,35.624947224045336,Thymelicus lineola
SPATIAL_MF,0,0,1526.0822563602965,19.99468564563616,37.05030607727407,1.7859478707397187,-3052.164512720593,39.98937129127232,Thymelicus sylvestris
ORIG_MF,-14.30362395151008,5.700019192969075,1511.7786324087858,19.49729022841561,6.944504021948579,0.3837558709743025,-3023.5572648175716,38.99458045683122,Thymelicus sylvestris
